r,v,p
315.45,3.86,0.05
177.69,52.57,15.55
57.21,21.59,8.15
116.98,2.96,0.07
2.02,6.16,18.76
0.59,13.06,289.33
1129.74,8.76,0.07
1169.29,60.5,3.13
344.58,6.61,0.13
10.97,361.75,11934.08
1.75,46.53,1240.09
9.69,213.21,4693.47
206.49,45.94,10.22
8.06,4.61,2.64
368.04,29.6,2.38
132.8,400.49,1207.75
92.94,5.54,0.33
1121.34,42.94,1.64
826.25,6.27,0.05
182.99,27.64,4.17
2.61,7.65,22.4
1205.12,10.11,0.08
3.29,410.51,51234.97
10.99,15.7,22.42
475.43,3.47,0.03
2.82,1.59,0.89
99.83,244.04,596.57
22.29,77.99,272.9
88.47,1.64,0.03
1412.3,31.76,0.71
408.08,4.14,0.04
5.81,61.32,646.72
0.8,217.06,58596.81
1521.67,6.19,0.03
64.09,2.01,0.06
2.1,4.37,9.08
90.75,37.59,15.57
0.71,45.99,2980.39
2.37,90.11,3428.23
95.0,25.25,6.71
14.08,196.6,2744.33
7.41,23.32,73.34
114.84,6.09,0.32
660.4,174.85,46.3
139.09,311.3,696.75
23.35,7.49,2.4
118.1,16.69,2.36
160.23,3.42,0.07
309.56,2.44,0.02
6.38,11.74,21.59
1.29,3.37,8.8
142.94,3.2,0.07
1.36,260.27,49626.04
23.08,29.5,37.71
3.39,10.37,31.72
7.85,3.58,1.63
24.78,125.73,637.81
845.38,89.68,9.51
141.22,29.86,6.31
2.08,28.97,404.23
735.86,5.22,0.04
31.77,16.94,9.03
2.72,14.59,78.2
39.7,2.4,0.15
2.44,292.62,35148.38
10.52,115.64,1270.9
398.58,5.97,0.09
117.85,112.94,108.23
26.34,2.1,0.17
3.27,180.11,9918.71
5.19,9.07,15.83
1669.69,129.21,10.0
8.6,157.2,2875.05
82.85,20.48,5.06
31.56,21.88,15.17
0.61,67.18,7452.53
1263.99,9.43,0.07
1.04,267.7,69121.42
117.94,11.39,1.1
417.18,93.6,21.0
248.86,47.91,9.22
411.09,7.94,0.15
230.93,47.72,9.86
20.13,43.05,92.03
846.07,3.13,0.01
967.47,45.44,2.13
18.75,54.45,158.14
27.87,61.17,134.23
28.07,9.45,3.18
5.05,20.19,80.63
1.3,153.72,18216.79
4.39,120.24,3292.18
548.89,103.35,19.46
45.2,185.2,758.89
577.34,128.32,28.52
241.6,78.13,25.27
9.01,8.7,8.4
2.33,289.3,35994.17
55.22,24.36,10.75
1174.85,65.68,3.67
527.95,8.89,0.15
282.07,325.27,375.08
282.86,2.29,0.02
39.81,391.48,3849.87
2.04,241.14,28505.98
5.34,227.4,9684.36
60.34,2.3,0.09
6.89,223.04,7215.34
326.75,139.25,59.35
11.05,281.56,7175.21
1.29,154.77,18627.8
329.41,2.08,0.01
163.56,14.71,1.32
4.08,9.17,20.59
1710.04,126.51,9.36
14.17,5.75,2.34
141.26,11.3,0.9
951.61,16.53,0.29
1.82,3.81,7.97
733.26,292.45,116.64
171.6,2.56,0.04
2.01,57.17,1628.65
123.76,245.73,487.89
706.71,28.52,1.15
377.63,119.26,37.66
274.61,39.93,5.8
1.91,142.32,10626.66
2.43,4.44,8.11
46.98,1.52,0.05
61.47,7.61,0.94
1253.03,49.53,1.96
24.39,4.23,0.73
6.15,68.58,765.34
2.43,1.78,1.31
0.78,298.54,113736.77
0.88,243.38,67038.31
58.5,117.4,235.6
2.16,247.34,28360.52
584.18,59.8,6.12
70.39,2.33,0.08
652.14,51.98,4.14
17.33,33.86,66.15
69.98,24.89,8.85
39.05,38.69,38.33
1790.77,340.2,64.63
370.82,13.71,0.51
69.76,63.99,58.69
76.55,212.35,589.06
3.94,353.09,31666.97
221.61,8.98,0.36
1734.57,20.36,0.24
1.46,72.8,3623.08
98.72,3.39,0.12
36.68,58.23,92.45
578.37,2.03,0.01
0.5,401.63,322485.0
1.55,91.42,5384.45
0.68,1.91,5.37
1.93,95.02,4674.8
177.42,2.49,0.03
1.59,2.44,3.73
87.23,1.61,0.03
670.35,10.39,0.16
0.67,1.6,3.83
0.62,6.91,76.38
1838.5,45.28,1.12
133.09,369.35,1025.02
1.61,288.49,51819.67
6.36,311.33,15231.91
1766.11,244.7,33.9
3.29,3.73,4.22
257.45,36.53,5.18
3.7,25.79,179.94
13.62,97.27,694.48
743.57,46.35,2.89
0.63,139.2,30610.09
6.39,238.51,8899.47
28.44,143.73,726.48
89.54,5.63,0.35
0.63,37.98,2283.06
15.07,1.52,0.15
8.69,6.84,5.38
0.62,55.96,5012.58
9.53,9.7,9.87
1134.92,224.44,44.38
4.88,199.57,8165.96
64.31,6.61,0.68
5.93,1.67,0.47
1.21,220.65,40199.87
5.53,345.76,21626.28
24.81,11.23,5.08
5.83,11.71,23.49
88.57,16.76,3.17
1311.13,144.6,15.95
0.89,396.36,176886.39
191.28,3.5,0.06
0.51,89.11,15715.38
0.5,11.44,259.6
1.51,96.95,6241.72
26.77,3.05,0.35
0.74,328.0,144496.1
199.62,16.23,1.32
0.64,49.32,3816.7
30.45,71.91,169.85
136.24,11.44,0.96
3.59,5.16,7.43
61.04,1.52,0.04
4.38,48.78,542.72
2.95,122.37,5072.04
443.46,23.13,1.21
7.91,147.38,2746.25
427.54,333.84,260.67
3.02,420.81,58598.7
9.57,20.79,45.16
1.17,12.67,137.06
30.72,12.1,4.77
11.84,2.46,0.51
0.53,226.67,97804.86
23.63,2.81,0.33
0.93,46.83,2366.41
517.29,9.1,0.16
30.01,16.68,9.27
152.96,61.93,25.08
453.68,9.62,0.2
0.76,7.34,70.46
8.2,2.79,0.95
0.62,12.91,270.81
0.75,490.15,318371.08
0.68,336.31,165289.08
26.33,6.72,1.72
21.01,23.26,25.75
0.83,109.86,14526.22
4.41,90.37,1853.72
3.8,166.43,7291.6
5.85,38.06,247.53
101.63,5.58,0.31
162.12,10.55,0.69
8.32,2.17,0.57
345.32,136.46,53.92
16.0,16.05,16.09
38.08,91.42,219.49
1.67,306.96,56351.83
3.45,62.42,1129.05
208.77,8.44,0.34
1653.24,5.73,0.02
172.65,55.39,17.77
0.78,61.89,4886.9
1.64,8.75,46.78
20.17,323.98,5204.17
217.64,41.66,7.98
1.98,86.8,3805.39
253.21,4.95,0.1
50.25,114.89,262.69
308.26,6.7,0.15
51.01,23.32,10.67
74.01,74.5,75.0
3.94,2.07,1.09
196.4,44.7,10.17
548.48,16.27,0.48
687.72,55.23,4.44
0.64,1.74,4.76
88.88,14.07,2.23
1833.78,82.68,3.73
65.02,191.48,563.85
2.07,13.55,88.72
724.71,3.47,0.02
4.48,38.8,336.26
0.73,15.28,321.35
17.77,57.86,188.39
1.15,2.63,6.04
1.3,243.08,45439.01
23.32,3.97,0.68
80.52,15.0,2.79
912.53,3.99,0.02
173.51,3.54,0.07
542.1,498.12,457.71
15.21,41.34,112.31
7.02,20.84,61.86
68.3,68.74,69.17
160.03,148.22,137.28
55.7,369.42,2450.19
4.49,75.8,1281.07
10.73,218.8,4460.27
20.6,195.54,1856.38
0.56,77.42,10661.03
738.25,6.39,0.06
34.76,35.48,36.2
253.64,6.96,0.19
2.08,220.63,23394.5
50.59,1.5,0.04
1083.8,1.63,0.0
2.96,2.07,1.45
8.81,154.82,2721.86
12.52,12.77,13.03
12.01,149.77,1867.18
72.85,75.58,78.4
13.1,29.8,67.76
133.95,3.48,0.09
27.82,182.92,1202.61
1.85,193.14,20182.69
1305.48,3.64,0.01
3.65,63.61,1109.97
53.09,1.7,0.05
0.83,5.15,32.03
1018.36,12.6,0.16
1100.7,19.99,0.36
10.28,19.54,37.13
1.36,2.8,5.75
296.82,4.27,0.06
4.4,42.42,408.8
166.97,389.57,908.93
989.44,53.15,2.86
66.84,14.35,3.08
632.7,34.85,1.92
3.22,105.15,3431.22
951.47,15.54,0.25
3.28,17.97,98.52
3.25,4.41,5.98
738.43,1.78,0.0
49.86,119.56,286.67
378.97,98.11,25.4
388.67,164.44,69.57
107.0,7.36,0.51
2.4,194.22,15724.38
155.57,72.98,34.24
0.85,10.13,121.01
2.64,134.87,6887.32
103.46,6.91,0.46
931.01,12.04,0.16
301.06,111.79,41.51
7.88,118.31,1776.4
463.44,21.26,0.98
1516.04,74.23,3.63
7.85,178.56,4063.65
2.35,392.55,65442.8
2.57,274.36,29255.31
13.83,111.02,890.88
0.77,1.85,4.42
28.57,3.75,0.49
217.15,135.34,84.35
40.71,13.65,4.58
1560.09,103.02,6.8
23.02,1.64,0.12
0.56,163.57,47935.31
24.68,399.76,6474.49
1118.05,96.27,8.29
1.11,45.81,1895.2
3.18,230.58,16730.74
189.0,55.69,16.41
5.73,12.25,26.19
285.37,15.87,0.88
16.2,174.17,1872.97
368.51,179.5,87.43
48.49,3.56,0.26
0.99,48.72,2395.09
12.3,2.65,0.57
7.93,15.06,28.61
413.93,433.45,453.89
89.09,2.61,0.08
315.66,128.57,52.37
10.95,15.88,23.02
155.12,2.18,0.03
0.86,2.22,5.72
0.68,398.28,233952.87
5.43,293.26,15850.89
306.11,257.06,215.86
41.96,20.28,9.8
14.84,62.09,259.68
848.6,1.73,0.0
30.94,8.6,2.39
80.99,489.09,2953.56
1778.21,217.54,26.61
38.08,5.13,0.69
332.04,22.46,1.52
15.47,216.78,3036.98
0.68,7.03,73.11
506.74,29.81,1.75
1261.17,6.56,0.03
18.35,60.16,197.21
32.59,5.26,0.85
16.86,2.05,0.25
1949.33,286.11,41.99
897.29,63.29,4.46
0.7,3.53,17.71
319.92,14.02,0.61
72.98,169.89,395.48
0.62,9.13,135.33
19.99,49.39,122.0
1.73,171.2,16933.74
697.82,20.6,0.61
0.56,426.46,327376.75
698.15,54.0,4.18
1224.42,5.24,0.02
0.92,439.15,210556.06
195.82,174.81,156.04
47.44,90.27,171.77
1368.77,17.63,0.23
374.93,36.81,3.61
158.6,1.54,0.01
1078.23,3.44,0.01
1.89,19.38,198.59
11.3,26.3,61.18
543.62,102.66,19.39
1.16,62.85,3401.76
1170.87,229.68,45.06
241.58,5.53,0.13
19.12,115.04,692.23
8.3,12.83,19.83
1.7,23.97,337.74
1.09,280.93,72579.19
16.78,19.9,23.6
544.33,2.93,0.02
41.18,47.74,55.35
21.09,106.94,542.34
7.05,17.67,44.27
1.84,394.16,84534.94
1842.33,19.01,0.2
0.62,6.11,60.29
6.64,64.66,629.76
295.34,441.48,659.95
37.5,7.59,1.54
6.75,2.16,0.69
1883.11,54.07,1.55
84.97,7.04,0.58
5.78,70.72,864.87
566.69,3.27,0.02
1.74,2.22,2.83
23.38,5.86,1.47
528.71,182.62,63.08
1746.49,1.69,0.0
11.99,28.63,68.39
1.57,326.06,67630.43
55.09,3.33,0.2
1256.87,63.0,3.16
124.89,3.51,0.1
73.79,310.34,1305.24
6.5,56.35,488.37
76.39,127.68,213.4
768.48,42.46,2.35
11.26,81.91,595.72
3.72,491.27,64829.53
27.0,103.53,396.95
11.32,16.76,24.8
24.64,17.89,12.99
1.11,281.46,71620.36
8.13,100.01,1230.44
474.51,47.01,4.66
13.83,21.06,32.05
1532.45,5.09,0.02
178.76,166.39,154.88
10.41,270.07,7006.43
4.03,32.66,264.56
147.13,52.36,18.63
6.14,72.6,858.07
1090.67,37.11,1.26
1.31,75.61,4356.78
0.63,5.15,41.82
3.13,155.22,7704.84
76.57,107.27,150.28
508.81,21.75,0.93
2.05,19.52,185.9
63.85,9.08,1.29
1.65,37.36,844.34
53.4,380.57,2711.97
0.58,8.54,125.49
51.08,180.26,636.14
37.88,18.74,9.27
0.71,17.86,447.09
152.16,13.56,1.21
57.58,382.19,2536.79
87.78,24.52,6.85
40.48,39.59,38.71
199.36,41.45,8.62
38.91,18.78,9.06
1049.64,7.35,0.05
1251.84,178.47,25.44
207.25,24.85,2.98
962.04,47.25,2.32
1057.38,23.3,0.51
4.39,54.41,674.09
1901.8,348.44,63.84
4.6,174.25,6608.09
0.58,15.04,387.86
1462.05,244.94,41.03
3.2,4.19,5.49
63.53,165.12,429.11
1568.1,268.83,46.09
0.75,182.92,44403.43
4.67,46.6,465.37
77.98,10.09,1.31
279.09,25.88,2.4
404.72,5.87,0.09
763.19,39.39,2.03
2.02,33.13,542.95
10.76,17.81,29.47
186.96,35.96,6.92
188.61,3.22,0.06
6.44,38.57,231.18
6.23,188.03,5670.83
7.14,9.96,13.88
817.14,7.93,0.08
944.24,40.3,1.72
0.57,131.37,30524.27
7.41,4.27,2.46
12.92,6.59,3.36
1728.15,93.78,5.09
1258.69,16.72,0.22
91.67,1.7,0.03
0.73,58.68,4709.54
2.44,2.01,1.66
18.32,3.96,0.85
1423.88,14.56,0.15
1.1,483.92,213522.32
354.38,35.9,3.64
2.44,196.94,15886.3
33.75,20.75,12.76
289.5,358.67,444.37
156.09,2.94,0.06
311.36,4.49,0.06
426.17,55.89,7.33
6.31,16.86,45.01
10.24,11.56,13.06
433.83,490.0,553.44
0.69,8.91,115.31
35.65,11.19,3.51
1033.53,2.02,0.0
770.56,122.65,19.52
394.57,3.81,0.04
0.6,31.68,1678.57
787.9,10.34,0.14
961.25,39.66,1.64
122.9,31.41,8.03
5.97,188.56,5959.59
29.09,36.1,44.79
279.24,459.34,755.61
424.18,21.8,1.12
8.62,408.33,19333.17
7.47,23.35,72.93
224.25,194.61,168.89
148.34,2.41,0.04
35.28,44.11,55.16
16.32,30.0,55.15
116.44,271.62,633.59
0.65,2.79,11.88
0.94,189.74,38433.31
57.98,491.83,4172.14
2.86,137.09,6570.17
308.88,9.29,0.28
302.74,10.67,0.38
180.42,42.94,10.22
899.09,4.46,0.02
1.61,2.37,3.5
4.29,1.54,0.56
4.05,323.03,25746.32
328.99,147.89,66.48
37.75,167.06,739.35
4.07,7.39,13.45
1.55,59.43,2278.28
823.51,122.69,18.28
155.62,28.87,5.36
40.06,183.66,841.95
1501.94,6.84,0.03
574.44,62.56,6.81
2.19,102.98,4841.21
33.83,14.21,5.97
28.17,4.09,0.59
549.72,91.78,15.32
1.72,53.67,1673.18
21.2,70.52,234.55
98.14,8.51,0.74
1270.09,2.15,0.0
867.31,25.7,0.76
41.87,4.02,0.39
76.63,2.68,0.09
587.99,5.41,0.05
240.05,18.91,1.49
735.17,16.4,0.37
843.66,207.84,51.2
498.88,3.69,0.03
0.54,2.74,13.85
6.59,172.71,4525.48
14.21,10.44,7.67
138.31,393.59,1120.0
6.37,54.31,462.8
7.32,139.34,2652.73
13.82,314.35,7149.94
1380.83,61.58,2.75
18.78,114.69,700.53
1.61,1.74,1.89
0.53,67.95,8759.31
3.56,11.97,40.24
1203.99,14.48,0.17
1376.93,5.78,0.02
40.22,1.84,0.08
106.47,248.85,581.67
368.06,328.09,292.45
0.79,20.12,509.35
11.15,33.9,103.09
102.89,14.25,1.97
860.07,4.29,0.02
207.52,27.2,3.57
9.12,3.63,1.44
947.94,54.42,3.12
123.87,66.0,35.16
489.25,7.81,0.12
12.23,63.61,330.7
0.51,228.72,102769.93
1.98,137.58,9541.56
1093.25,7.61,0.05
0.66,7.1,76.61
70.14,389.47,2162.79
14.88,21.39,30.73
17.63,24.15,33.07
13.89,8.99,5.82
0.87,7.88,70.99
1.38,31.68,727.54
0.84,40.07,1905.22
0.78,3.79,18.38
1.02,9.39,86.67
161.52,4.32,0.12
1.29,128.68,12843.32
4.37,140.46,4510.75
116.24,39.52,13.44
1.27,417.27,137239.95
950.1,442.89,206.45
26.24,12.58,6.03
1472.18,71.87,3.51
2.47,1.5,0.92
0.64,143.43,31915.0
66.87,93.64,131.15
7.64,5.23,3.58
57.64,3.59,0.22
25.41,46.35,84.54
22.17,125.5,710.6
582.05,13.4,0.31
2.45,2.74,3.05
31.53,322.97,3308.6
15.76,278.8,4933.4
133.64,11.93,1.06
0.76,53.71,3806.53
40.36,491.8,5992.38
26.47,6.28,1.49
1606.44,2.49,0.0
263.93,98.21,36.54
1.81,9.35,48.3
34.13,159.65,746.7
332.69,16.9,0.86
38.77,10.77,2.99
9.63,20.53,43.75
11.37,30.64,82.58
10.49,5.19,2.57
0.59,22.13,829.74
214.1,114.89,61.65
79.32,406.65,2084.66
4.64,367.56,29099.97
92.97,11.18,1.34
6.47,32.41,162.29
3.76,458.07,55746.6
233.69,1.8,0.01
410.61,12.45,0.38
89.7,15.61,2.72
333.82,80.68,19.5
10.38,102.52,1012.38
0.91,369.68,150675.84
75.48,291.45,1125.48
4.18,21.42,109.81
315.86,98.05,30.44
9.75,16.86,29.18
130.25,4.08,0.13
49.03,18.59,7.05
440.15,2.54,0.01
497.72,2.66,0.01
0.88,4.78,25.89
5.78,37.0,236.84
685.38,7.42,0.08
14.26,9.68,6.57
35.77,8.44,1.99
2.29,4.95,10.7
48.95,6.11,0.76
4.49,15.04,50.38
485.2,231.87,110.81
2.63,24.88,235.11
9.89,156.9,2489.17
1.1,2.64,6.31
65.6,99.65,151.36
1235.98,105.82,9.06
2.1,27.66,364.01
0.59,325.44,179837.8
16.62,47.16,133.8
248.2,367.25,543.39
1626.83,157.89,15.32
0.77,2.78,10.09
338.88,11.52,0.39
10.64,1.5,0.21
1.79,27.84,433.26
2.46,25.05,254.6
1063.79,117.61,13.0
411.46,11.4,0.32
6.63,3.71,2.07
1217.84,67.0,3.69
1.2,446.61,166631.51
7.26,372.35,19104.81
112.42,13.01,1.51
1990.39,6.17,0.02
23.78,24.41,25.06
416.12,5.61,0.08
995.35,10.03,0.1
0.54,1.83,6.16
5.49,62.54,712.19
1.15,2.66,6.17
312.17,139.9,62.69
55.15,22.25,8.98
1.1,99.22,8913.48
16.38,162.6,1613.56
35.51,12.02,4.07
163.05,11.47,0.81
321.16,59.44,11.0
1.04,4.4,18.65
28.54,316.36,3506.48
1.9,139.69,10255.45
258.37,11.36,0.5
116.93,4.59,0.18
201.03,66.95,22.3
0.93,1.52,2.48
34.45,1.85,0.1
533.08,7.31,0.1
185.55,79.41,33.99
635.39,27.32,1.17
2.76,12.83,59.56
5.4,27.09,135.92
19.43,4.62,1.1
38.35,10.09,2.65
4.05,8.04,15.95
11.81,4.17,1.47
149.19,15.45,1.6
105.6,1.81,0.03
1.25,9.68,74.91
1776.36,37.26,0.78
53.21,161.87,492.43
27.59,53.53,103.85
1524.24,2.43,0.0
1.6,207.53,26896.69
45.43,370.04,3014.31
397.11,2.02,0.01
13.67,146.66,1573.14
224.48,113.35,57.24
866.58,213.65,52.67
4.38,9.3,19.74
3.7,36.41,357.78
9.96,86.41,749.88
16.08,8.16,4.14
1.26,1.58,1.98
3.4,214.52,13516.38
698.86,412.97,244.04
54.94,441.83,3553.34
4.61,5.94,7.65
1252.72,16.07,0.21
307.67,1.98,0.01
10.1,214.25,4543.32
285.85,15.53,0.84
70.14,6.76,0.65
145.25,3.45,0.08
7.19,13.4,24.95
2.84,127.36,5707.84
4.1,5.95,8.65
1.0,207.59,43035.82
24.87,231.28,2150.82
14.53,35.3,85.75
0.51,20.27,804.95
607.65,54.66,4.92
142.92,10.97,0.84
20.33,1.69,0.14
1521.38,74.2,3.62
1221.4,157.59,20.33
1.1,51.39,2399.96
82.17,1.53,0.03
438.46,61.89,8.74
2.1,15.59,115.86
1.45,5.48,20.79
4.31,7.19,12.0
5.09,252.45,12531.22
1495.9,82.67,4.57
323.81,14.48,0.65
0.82,7.83,74.77
340.35,26.53,2.07
2.04,245.86,29603.5
9.68,2.05,0.43
7.02,29.22,121.67
4.79,309.45,20002.03
6.47,23.44,84.88
260.4,178.0,121.67
4.56,6.12,8.21
383.02,18.0,0.85
1.06,340.94,109281.69
69.63,7.68,0.85
642.02,5.48,0.05
0.97,44.45,2046.87
96.8,94.03,91.34
34.82,54.05,83.88
7.85,122.56,1914.53
1.15,325.17,91753.11
136.68,24.39,4.35
6.51,27.19,113.62
8.31,19.81,47.2
192.21,104.13,56.41
1271.13,20.18,0.32
7.96,4.84,2.94
244.76,43.41,7.7
1395.51,3.01,0.01
1.13,326.78,94878.39
40.29,287.18,2046.98
0.55,488.78,435562.32
469.15,64.73,8.93
5.4,109.36,2214.99
7.9,81.69,844.8
149.49,223.95,335.49
348.05,8.0,0.18
13.8,17.63,22.53
124.8,78.69,49.61
1392.57,1.53,0.0
782.79,3.65,0.02
167.91,27.17,4.4
1247.22,2.74,0.01
714.75,27.66,1.07
211.3,140.97,94.04
1006.82,108.22,11.63
439.8,5.51,0.07
32.22,6.87,1.46
32.23,4.91,0.75
0.54,298.61,165791.66
0.64,215.22,72079.83
243.74,4.59,0.09
49.81,242.42,1179.91
275.41,72.11,18.88
1317.38,51.6,2.02
21.33,257.95,3119.21
1.04,95.09,8684.58
90.34,41.63,19.19
1.14,17.6,270.87
86.48,9.2,0.98
39.8,7.27,1.33
183.83,34.06,6.31
9.19,11.68,14.85
1.65,1.61,1.57
3.55,27.43,212.21
145.03,64.53,28.71
26.38,74.49,210.3
44.36,70.76,112.86
7.29,264.68,9616.29
516.2,16.9,0.55
1990.98,496.72,123.92
6.66,467.02,32743.37
193.91,1.72,0.02
2.07,101.77,5011.71
236.19,181.75,139.86
17.82,19.32,20.94
75.74,64.0,54.08
3.59,31.3,273.07
584.37,4.4,0.03
2.11,13.81,90.57
1106.27,331.57,99.37
0.83,3.38,13.74
5.45,4.03,2.98
53.3,6.38,0.76
618.34,234.47,88.91
59.9,186.79,582.45
3.0,28.54,271.25
621.24,205.66,68.09
70.21,98.91,139.33
3.43,207.12,12488.94
52.82,2.29,0.1
135.34,189.64,265.73
141.34,3.46,0.08
202.71,32.71,5.28
842.31,389.22,179.85
467.77,138.96,41.28
77.26,140.18,254.34
0.65,206.3,65190.87
250.49,142.58,81.16
1624.92,11.98,0.09
6.3,343.54,18720.09
76.75,135.25,238.34
293.6,1.72,0.01
100.23,9.23,0.85
1052.07,329.46,103.17
25.35,16.17,10.32
41.18,90.34,198.19
0.69,411.37,246462.18
874.22,306.31,107.32
4.4,216.76,10671.82
1672.25,202.25,24.46
2.67,13.39,67.09
4.09,52.11,663.51
27.84,85.41,262.03
119.71,414.83,1437.47
19.33,138.98,999.09
9.25,78.14,659.88
44.1,29.42,19.63
1415.2,19.62,0.27
1458.74,17.43,0.21
7.6,25.64,86.55
140.91,6.0,0.26
199.22,156.08,122.28
112.88,5.29,0.25
1.28,1.9,2.83
43.87,2.24,0.11
280.7,4.13,0.06
2.64,444.97,74877.93
8.98,35.75,142.31
2.71,16.59,101.49
782.96,69.81,6.22
618.66,42.93,2.98
2.03,119.72,7044.62
274.48,23.26,1.97
10.23,7.04,4.85
148.12,21.01,2.98
29.93,1.81,0.11
25.06,10.24,4.18
747.16,166.74,37.21
98.48,41.47,17.46
3.53,2.35,1.56
1.25,37.64,1130.62
1151.22,67.7,3.98
1.78,1.79,1.8
220.37,44.95,9.17
30.55,55.12,99.46
1.6,49.6,1539.89
313.71,205.91,135.15
905.69,28.3,0.88
1.37,114.5,9571.03
0.87,173.15,34371.08
575.68,10.66,0.2
31.87,27.16,23.15
134.49,365.25,991.96
19.46,443.44,10103.32
15.3,33.22,72.15
6.0,77.66,1004.69
53.29,14.32,3.85
1.88,5.52,16.21
191.64,6.05,0.19
47.65,108.85,248.66
564.67,226.49,90.85
1038.77,69.9,4.7
876.87,3.51,0.01
73.22,5.53,0.42
7.03,24.02,82.02
9.67,9.13,8.62
112.06,185.67,307.63
183.45,2.46,0.03
1.91,78.57,3240.07
1966.27,78.43,3.13
1.22,1.92,3.01
76.87,35.36,16.26
40.9,19.2,9.02
67.26,135.64,273.56
41.84,210.01,1054.06
0.81,89.58,9926.96
1933.54,112.94,6.6
1712.34,29.0,0.49
38.7,179.35,831.13
2.81,3.06,3.32
2.28,6.88,20.75
0.8,3.32,13.76
79.97,444.05,2465.7
26.4,28.87,31.57
15.8,10.35,6.78
38.98,1.8,0.08
696.69,56.18,4.53
0.9,8.56,81.54
45.58,97.9,210.27
167.52,12.39,0.92
1568.37,1.67,0.0
230.88,38.67,6.48
47.13,2.33,0.12
289.01,2.45,0.02
1951.79,3.22,0.01
794.78,46.54,2.73
1.05,200.76,38499.35
58.82,59.63,60.45
340.33,431.96,548.27
131.55,210.86,337.97
15.88,231.35,3369.96
7.25,2.85,1.12
90.67,132.76,194.37
15.29,2.41,0.38
12.91,26.12,52.83
516.37,250.63,121.64
6.85,5.61,4.6
105.2,2.34,0.05
700.05,101.76,14.79
86.82,54.85,34.65
29.79,373.44,4681.98
0.67,274.45,112405.78
142.57,8.75,0.54
1959.38,192.17,18.85
408.31,25.07,1.54
96.46,97.68,98.91
24.48,1.84,0.14
3.21,32.63,331.24
155.59,10.7,0.74
2.18,119.46,6558.87
783.74,2.72,0.01
9.42,126.68,1703.62
13.77,115.27,964.67
3.0,18.44,113.28
27.16,34.66,44.22
141.26,20.06,2.85
6.16,10.31,17.27
168.67,280.12,465.23
85.97,169.79,335.32
10.97,8.7,6.89
6.69,3.46,1.79
633.18,450.09,319.94
0.55,9.49,163.21
189.54,479.39,1212.47
15.92,47.35,140.85
192.37,19.07,1.89
33.66,33.31,32.98
1.0,21.51,461.6
1723.38,105.31,6.43
1.02,41.2,1662.68
1.86,108.42,6318.0
16.33,3.72,0.85
1263.46,20.41,0.33
5.68,1.55,0.42
55.89,150.65,406.08
37.78,65.03,111.96
7.73,4.15,2.22
161.14,132.33,108.67
32.01,1.85,0.11
60.53,78.23,101.1
2.86,98.17,3372.53
1087.57,1.75,0.0
1.25,20.14,324.15
153.24,23.02,3.46
776.28,24.75,0.79
1.0,15.45,237.84
0.63,6.3,62.54
7.93,14.51,26.58
350.28,48.88,6.82
191.85,330.01,567.65
457.54,58.36,7.44
13.51,8.63,5.52
1899.11,56.36,1.67
10.42,1.53,0.23
398.12,3.05,0.02
9.17,4.98,2.7
3.06,294.22,28283.52
8.16,17.87,39.16
2.47,26.35,280.8
1.46,23.62,382.54
10.23,15.05,22.15
1.69,66.87,2646.49
32.24,10.51,3.43
0.67,40.24,2413.97
17.89,81.87,374.65
1411.77,1.93,0.0
9.81,4.83,2.38
1.57,196.47,24651.15
6.29,1.5,0.36
354.16,3.46,0.03
6.74,7.24,7.77
12.03,25.57,54.36
346.92,305.82,269.6
4.34,31.76,232.47
26.41,95.68,346.59
0.84,460.97,251677.32
2.12,50.09,1184.54
2.84,11.1,43.34
23.38,116.33,578.81
453.1,17.11,0.65
9.46,93.64,926.73
11.74,37.8,121.73
6.07,97.01,1550.22
7.14,69.54,677.66
14.2,475.15,15894.15
868.31,414.18,197.56
0.61,12.2,243.2
88.87,29.8,9.99
787.87,118.6,17.85
15.88,168.79,1793.89
110.56,2.84,0.07
64.38,90.45,127.07
8.29,97.9,1155.63
1.56,2.56,4.19
3.09,40.59,533.11
0.81,141.42,24838.6
284.16,33.06,3.85
41.51,275.66,1830.54
337.96,216.3,138.44
5.55,23.89,102.83
395.77,22.35,1.26
6.5,3.04,1.43
1.37,9.27,62.81
41.86,8.01,1.53
1270.52,420.01,138.84
15.55,9.07,5.29
35.93,7.71,1.66
21.11,16.94,13.6
22.22,3.04,0.42
2.96,16.55,92.56
16.63,4.4,1.17
30.82,4.77,0.74
240.99,130.76,70.96
1.59,7.14,31.97
57.27,181.11,572.72
121.4,135.14,150.43
11.96,288.82,6973.5
47.54,26.38,14.64
181.6,263.59,382.6
23.68,10.69,4.82
7.94,150.91,2869.08
467.31,165.98,58.96
1822.84,66.78,2.45
3.02,6.98,16.15
799.14,438.0,240.06
46.09,33.72,24.66
20.53,46.64,105.94
824.51,213.19,55.12
950.75,21.32,0.48
4.8,419.69,36707.89
9.77,255.51,6682.88
585.67,151.96,39.43
29.31,1.83,0.11
5.45,65.5,787.05
1461.45,12.59,0.11
3.03,6.67,14.7
78.97,30.86,12.06
17.39,19.53,21.93
21.11,8.49,3.41
1.2,10.02,83.28
4.22,4.19,4.16
2.0,54.74,1500.21
250.71,7.78,0.24
163.04,2.94,0.05
362.56,11.04,0.34
165.1,77.22,36.11
1.45,25.12,433.98
